"","TeamID","OppID","Win","Loss","TeamPoints","OppPoints","Spread","TotalPoints"
"1","1103","1104",0.156239971683408,0.843760028316592,67.7030214616518,78.2393826620219,10.53636120037,143.364544746384
"2","1103","1112",0.0500910483213204,0.94990895167868,63.0145366472874,80.815033466896,17.8004968196084,141.671463409809
"3","1103","1116",0.175676095766486,0.824323904233514,61.8259804386496,72.8497506511928,11.0237702125431,134.336199995592
"4","1103","1120",0.115146734960911,0.884853265039089,60.7272507329481,74.5550467059579,13.8277959730096,134.822260973587
"5","1103","1124",0.069540567077796,0.930459432922204,57.2980154126981,73.3705189362083,16.07250352351,131.125105331463
"6","1103","1129",0.214304387818393,0.785695612181607,54.9985511887041,63.4390291203053,8.44047793160099,121.324051429242
"7","1103","1136",0.642584274006208,0.357415725993792,72.0756927612068,68.5774456669137,-3.49824709429322,139.126087303393
"8","1103","1151",0.302424091251005,0.697575908748995,58.8080956568305,64.3651316588639,5.55703600203315,125.11887654452
"9","1103","1159",0.511815726990578,0.488184273009422,63.8022995608068,65.7762585962996,1.97395903549265,130.25167261533
"10","1103","1161",0.267355878095186,0.732644121904814,58.9125464012207,67.6746410106821,8.76209460946119,127.854591748242
"11","1103","1163",0.121739594281698,0.878260405718302,58.8248701703239,70.6429389978302,11.8180688275062,130.162925915212
"12","1103","1166",0.289921489328649,0.710078510671351,57.2864792463144,64.085631213562,6.7991519672475,123.675584113653
"13","1103","1168",0.50935553224451,0.49064446775549,62.1230721945555,61.6110216270188,-0.512050567536734,125.568316779366
"14","1103","1172",0.288821873428006,0.711178126571994,59.4132127033702,67.848076909532,8.4348642061616,128.394771360237
"15","1103","1174",0.544511447834774,0.455488552165226,64.8357735695152,64.5343670811578,-0.301406488357582,130.084661014431
"16","1103","1181",0.0937662606299777,0.906233739370022,60.0115620281789,74.5742201736831,14.5626581455041,134.264121080353
"17","1103","1209",0.555243753169252,0.444756246830748,63.7047553187942,62.2276690499267,-1.47708626886743,127.32990922074
"18","1103","1211",0.0473793796583152,0.952620620341685,61.2547251999306,82.0808756791822,20.8261504792514,141.275630093522
"19","1103","1222",0.0578676617116526,0.942132338288347,52.8131287767821,70.028056936501,17.2149281597188,124.852801009251
"20","1103","1228",0.130881665425761,0.869118334574239,59.4374688887023,71.5617571672119,12.1242882785094,131.390099152455
"21","1103","1231",0.2616250458263,0.7383749541737,57.1789070069274,66.0719500623712,8.89304305544363,125.181083744139
